modelo,modelo__C,modelo__class_weight,modelo__solver,accuracy_test,precision_test,recall_test,f1_test,roc_auc_test,mejor_f1_cv,f1_cv_desv,tiempo_entrenamiento_seg,class_weight,max_depth,min_samples_split,n_estimators
regresion_logistica,0.1,,liblinear,0.9824561403508771,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.996031746031746,0.9860559194087166,0.004286746996914233,0.3270279030000012,,,,
random_forest,,,,0.9473684210526315,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9938822751322751,0.9701591030288302,0.01423033008588781,2.612479823000001,balanced,,2.0,50.0
